Code Case Number,Address,Code Case Opened Date,Code Case Type,Code Case Closed Date,Code Case District,Code Case Status,Code Case Description
OHN-003589-2019,"207 WHITETAIL DR
COLUMBIA, MO 65202",5/31/2019,ONS - Health Nuisance,6/6/2019,Second,Resolved,"DEBRIS PILES ON THE DRIVEWAY, OBSTRUCTION OF THE SIDEWALK LARGE CUT TREE TRUNK"
OLM-003595-2019,"1105 HULEN DR
COLUMBIA, MO 65203",5/31/2019,ONS - Landscape Management,6/3/2019,Fourth,Resolved,CALLER REPORTED THAT THE GRASS IN THE BACKYARD IS OVER 2 FT TALL
OSSV-003588-2019,"2808 BUTTERFIELD CT
COLUMBIA, MO 65203",5/31/2019,ONS - Streets and Sidewalks Violation,6/3/2019,Fifth,Resolved,SIDEWALK OBSTRUCTION
OLM-003637-2019,"1404 ANTHONY ST
COLUMBIA, MO 65201",5/31/2019,ONS - Landscape Management,6/5/2019,Sixth,Resolved,TALL GRASS
OUV-003642-2019,"1406 SYLVAN LN
COLUMBIA, MO 65202",5/31/2019,ONS - Health Unlicensed Vehicle,8/9/2019,Third,Resolved,"UNLICENSED RED, 4-DOOR CHRYSLER, BLACK NISSAN PATHFINDER"
OHN-003594-2019,"1100 MADISON ST
COLUMBIA, MO 65203",5/31/2019,ONS - Health Nuisance,6/10/2019,First,Resolved,TRASH AND DEBRIS ON THE SOUTH SIDE OF THE HOUSE.  LARGE PILE OF STUFF AGAINST THE HOUSE
OLM-003641-2019,"1601 HINKSON AVE
COLUMBIA, MO 65201",6/2/2019,ONS - Landscape Management,6/11/2019,Third,Resolved,TALL GRASS
OLM-003648-2019,"3206 KUNLUN DR
COLUMBIA, MO 65203",6/3/2019,ONS - Landscape Management,6/3/2019,Fourth,Resolved,tall grass
OPM-003644-2019,"1104 FALCON DR
COLUMBIA, MO 65201",6/3/2019,ONS - Property Maintenance,8/7/2020,Sixth,Closed,RETAINING WALL IS NEAR COLLAPSING TOWARDS THE HOUSE OF MS. ANDERSON'S MOTHER.
OLM-003651-2019,"604 HUNT AVE
COLUMBIA, MO 65203",6/3/2019,ONS - Landscape Management,6/11/2019,First,Resolved,WEEDS AND GRASS OVER 12 INCHES IN BACKYARD  
OLM-003669-2019,"3 GRACE LN
COLUMBIA, MO 65201",6/3/2019,ONS - Landscape Management,6/21/2019,Third,Resolved,OWNER IN BAY HILLS CONDOS CALLED REGARDING THE HIGH GRASS IN THE VACANT LOT BEHIND THE CONDOS-GRACE LN & RICHLAND RD CORNER.
OLM-003700-2019,"3911 FLATWATER DR
COLUMBIA, MO 65202",6/3/2019,ONS - Landscape Management,6/24/2019,Third,Closed,TALL GRASS
OLM-003696-2019,"3850 FLATWATER DR
COLUMBIA, MO 65202",6/3/2019,ONS - Landscape Management,6/24/2019,Third,Closed,TALL GRASS
OLM-003697-2019,"3910 FLATWATER DR
COLUMBIA, MO 65202",6/3/2019,ONS - Landscape Management,6/24/2019,Third,Closed,TALL GRASS
OLM-003698-2019,"6151 DURANGO DR
COLUMBIA, MO 65202",6/3/2019,ONS - Landscape Management,6/24/2019,Third,Closed,TALL GRASS
OLM-003650-2019,"614 HUNT AVE
COLUMBIA, MO 65203",6/3/2019,ONS - Landscape Management,6/11/2019,First,Resolved,WEEDS & GRASS HIGH 
OLM-003725-2019,"1403 WILKES BLVD
COLUMBIA, MO 65201",6/3/2019,ONS - Landscape Management,7/31/2019,Third,Resolved - Involuntarily,TALL GRASS IN THE BACKYARD
OLM-003699-2019,"6150 DURANGO DR
COLUMBIA, MO 65202",6/3/2019,ONS - Landscape Management,6/24/2019,Third,Closed,TALL GRASS
OLM-003682-2019,"5840 BROWN STATION RD
COLUMBIA, MO 65202",6/3/2019,ONS - Landscape Management,6/24/2019,Third,Resolved,TALL GRASS
OLM-003670-2019,"21 GRACE LN
COLUMBIA, MO 65201",6/3/2019,ONS - Landscape Management,6/21/2019,Third,Resolved,OWNER IN BAY HILLS CONDOS CALLED REGARDING THE HIGH GRASS IN THE VACANT LOT BEHIND THE CONDOS-GRACE LN & RICHLAND RD CORNER.
OLM-003695-2019,"5850 BROWN STATION RD
COLUMBIA, MO 65202",6/3/2019,ONS - Landscape Management,6/24/2019,Third,Closed,TALL GRASS
OLM-003679-2019,"2801 NORTH WILLOWBROOK RD
COLUMBIA, MO 65202",6/3/2019,ONS - Landscape Management,7/1/2019,Third,Resolved,WEEDS
OLM-003703-2019,"2408 GLENN DR
COLUMBIA, MO 65202",6/3/2019,ONS - Landscape Management,6/14/2019,Second,Resolved,BACKYARD HAS VERY TALL VEGETATION
OHN-003678-2019,"2801 NORTH WILLOWBROOK RD
COLUMBIA, MO 65202",6/3/2019,ONS - Health Nuisance,6/21/2019,Third,Resolved,"DEAD TREE LIMB ON GROUND, STILL ATTACHED TO TREE, ACCUM OF LIMBS ON GROUND"
OLM-003652-2019,"108 AUSTIN AVE
COLUMBIA, MO 65203",6/3/2019,ONS - Landscape Management,6/12/2019,First,Resolved,WEEDS AND GRASS OVER 12 INCHES
OSSV-003653-2019,"6 AUSTIN AVE
COLUMBIA, MO 65203",6/3/2019,ONS - Streets and Sidewalks Violation,6/17/2019,First,Resolved,LOW HANGING LIMBS OVER AUSTIN AVE
OLM-003649-2019,"600 HUNT AVE
COLUMBIA, MO 65203",6/3/2019,ONS - Landscape Management,6/11/2019,First,Resolved,weeds  PROPERTY LOOKS VACANT
OLM-003721-2019,,6/3/2019,ONS - Landscape Management,6/21/2019,Third,Closed,TALL GRASS CAUSING A SIGHT AND DISTANCE ISSUE
OHN-003702-2019,"126 S PROVIDENCE RD
COLUMBIA, MO 65201",6/3/2019,ONS - Health Nuisance,7/17/2019,First,Resolved,trash AT PHILLIPS 66 STAION
OHN-003647-2019,"105 N GLENWOOD AVE
COLUMBIA, MO 65203",6/3/2019,ONS - Health Nuisance,7/10/2019,First,Resolved,CALLED UP TO FIND OUT WHO IS RESPONSIBLE AS A DAMAGED BRANCH FROM A TREE LOCATED AT 105 GLENWOOD IS HANGING DOWN AND MIGHT CRASH HIS FENCE AT 114 MEADOW LN
OLM-003655-2019,"1718 N PROVIDENCE RD
COLUMBIA, MO 65202",6/3/2019,ONS - Landscape Management,6/12/2019,Second,Resolved,GRASS IN THE PROPERTY AT THE CORNER OF VANDIVER DR AND NORTH PROVIDENCE RD (OLD MOTEL WHICH IS NOW VACANT) IS OVERGROWN.
OLM-003654-2019,"1017 AGAIN ST
COLUMBIA, MO 65203",6/3/2019,ONS - Landscape Management,6/10/2019,First,Resolved,Part of the backyard has weeds and grass over 3 feet tall
OHN-003672-2019,"508 RIDGEWAY AVE
COLUMBIA, MO 65203",6/4/2019,ONS - Health Nuisance,6/18/2019,First,Resolved,appliances in yard
OLM-003668-2019,"1101 HULEN DR
COLUMBIA, MO 65203",6/4/2019,ONS - Landscape Management,6/12/2019,Fourth,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OLM-003676-2019,"1519 PARIS RD
COLUMBIA, MO 65201",6/4/2019,ONS - Landscape Management,6/18/2019,Third,Resolved,TALL GRASS
OLM-003667-2019,"605 PENNANT ST
COLUMBIA, MO 65203",6/4/2019,ONS - Landscape Management,6/13/2019,First,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OLM-003666-2019,"812 W WORLEY ST
COLUMBIA, MO 65203",6/4/2019,ONS - Landscape Management,6/13/2019,First,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OLM-004047-2019,"601 MAPLEWOOD DR
COLUMBIA, MO 65203",6/4/2019,ONS - Landscape Management,7/15/2019,Fourth,Resolved,BAMBOO COMPLAINT INVASIVE AND ALL OVER COMPLAINTANTS PROPERTY
OLM-003685-2019,"600 HIRTH AVE
COLUMBIA, MO 65203",6/5/2019,ONS - Landscape Management,6/13/2019,First,Resolved,weeds in backyard  landlord asked me to send notice to occupants
OLM-003729-2019,"304 SMILEY LN
COLUMBIA, MO 65202",6/5/2019,ONS - Landscape Management,6/17/2019,Second,Resolved,TALL GRASS
OHN-003677-2019,"2501 EAST WILLOWBROOK RD
COLUMBIA, MO 65202",6/5/2019,ONS - Health Nuisance,6/7/2019,Third,Resolved,COUCHES ON FRONT LAWN
OHN-003736-2019,"1401 ROSEMARY LN
COLUMBIA, MO 65201",6/5/2019,ONS - Health Nuisance,6/17/2019,Sixth,Resolved,TRASH AT CURB
OLM-003705-2019,"213 ELLIOTT DR
COLUMBIA, MO 65201",6/5/2019,ONS - Landscape Management,6/17/2019,Third,Voided,FRONT YARD IS NOT YET 12 INCHES. THE BACK YARD IS AS TALL AS THE 4 FT FENCE. CAUSING SNAKE ISSUES ALREADY.
OHN-003706-2019,"1514 CITADEL DR
COLUMBIA, MO 65202",6/5/2019,ONS - Health Nuisance,6/28/2019,Second,Resolved,indoor furniture outside
OLM-003680-2019,"603 LEE ST
COLUMBIA, MO 65201",6/5/2019,ONS - Landscape Management,6/21/2019,Sixth,Resolved,TALL GRASS
OLM-003688-2019,"2 FOURTH AVE
COLUMBIA, MO 65203",6/5/2019,ONS - Landscape Management,6/18/2019,First,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OLM-003681-2019,"1412 WILSON AVE
COLUMBIA, MO 65201",6/5/2019,ONS - Landscape Management,6/18/2019,Sixth,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER TWELVE INCHES.
OLM-003691-2019,"810 CLINKSCALES RD
COLUMBIA, MO 65203",6/5/2019,ONS - Landscape Management,6/17/2019,First,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OLM-003730-2019,"601 SMILEY LN
COLUMBIA, MO 65202",6/5/2019,ONS - Landscape Management,6/17/2019,Second,Resolved,TALL GRASS
OLM-003690-2019,"216 CLINKSCALES RD
COLUMBIA, MO 65203",6/5/2019,ONS - Landscape Management,6/13/2019,First,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OLM-003701-2019,"3500 SPRING CRESS DR
COLUMBIA, MO 65202",6/5/2019,ONS - Landscape Management,6/18/2019,Third,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER TWELVE INCHES.
OLM-003707-2019,"3514 WEYMEYER DR
COLUMBIA, MO 65202",6/5/2019,ONS - Landscape Management,6/18/2019,Third,Resolved,tall grass
OLM-003694-2019,"5603 REDWING DR
COLUMBIA, MO 65202",6/5/2019,ONS - Landscape Management,6/18/2019,Third,Resolved,"tall grass at the end of Red wing drive, near the round a bout"
OLM-003692-2019,"604 WOODLAWN AVE
COLUMBIA, MO 65203",6/5/2019,ONS - Landscape Management,6/13/2019,First,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OLM-003734-2019,"4325 N HWY 763
COLUMBIA, MO 65202",6/5/2019,ONS - Landscape Management,6/17/2019,Second,Resolved,TALL GRASS
OLM-003704-2019,"4518 WATERLOO DR Unit: APT A
COLUMBIA, MO 65202",6/5/2019,ONS - Landscape Management,6/18/2019,Third,Resolved,"HIGH GRASS BEHIND 4518 WATERLOO DR, APT. A. HASN'T BEEN CUT YET THIS YEAR."
OLM-003733-2019,"4465 N HWY 763
COLUMBIA, MO 65202",6/5/2019,ONS - Landscape Management,6/17/2019,Second,Resolved,TALL GRASS
OZPARK-003710-2019,"3407 WESTWIND DR Unit: APT B
COLUMBIA, MO 65202",6/5/2019,ONS -  Residential Parking Violation,8/9/2019,Second,Resolved,GREEN F150 PARKED IN GRASS
OLM-003731-2019,"40 E BROWN SCHOOL RD
COLUMBIA, MO 65202",6/5/2019,ONS - Landscape Management,6/17/2019,Second,Resolved,TALL GRASS
OLM-003675-2019,"1005 N EIGHTH ST
COLUMBIA, MO 65201",6/5/2019,ONS - Landscape Management,6/14/2019,First,Resolved,vegetation growing over the sidewalk.
OLM-003686-2019,"2509 EMERY DR
COLUMBIA, MO 65202",6/5/2019,ONS - Landscape Management,6/12/2019,Second,Voided,yard is not mowed
OLM-003684-2019,"801 HARDIN ST
COLUMBIA, MO 65203",6/5/2019,ONS - Landscape Management,6/10/2019,First,Resolved,overgrown backyard
OLM-003735-2019,"1401 ROSEMARY LN
COLUMBIA, MO 65201",6/5/2019,ONS - Landscape Management,6/6/2019,Sixth,Voided,TRASH AT CURB
OLM-003746-2019,"300 SCOTT BLVD
COLUMBIA, MO 65203",6/6/2019,ONS - Landscape Management,6/13/2019,Fourth,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OLM-003726-2019,"3401 MADRID LN
COLUMBIA, MO 65203",6/6/2019,ONS - Landscape Management,6/17/2019,Fifth,Resolved,HIGH WEEDS GRASS CALL FROM ELLEN
OHN-003717-2019,"5911 GREEN GATE LN
COLUMBIA, MO 65201",6/6/2019,ONS - Health Nuisance,6/20/2019,Sixth,Resolved,trash on the vacant lot
OHN-003716-2019,"2110 MCKEE ST
COLUMBIA, MO 65202",6/6/2019,ONS - Health Nuisance,6/20/2019,Third,Resolved,DEAD TREE AT THE BACKYARD OF THE PROPERTY RIGHT AT THE CORNER OF MCKEE AND RICE RD.  IT HAS A FOR RENT SIGN.
OLM-003728-2019,"2509 EMERY DR
COLUMBIA, MO 65202",6/6/2019,ONS - Landscape Management,6/17/2019,Second,Resolved,trash on the side of the wooded area  NO TRASH/WEEDS CUT EXCEPT BEHIND HOUSE ALONG SIDEWALK ADJACENT TO CREASY SPRING RD
OSSV-003740-2019,"1130 E NIFONG BLVD
COLUMBIA, MO 65201",6/6/2019,ONS - Streets and Sidewalks Violation,9/27/2019,Boone County,Resolved,sidewalk buckle along State Farm Parkway
OSSV-003727-2019,"910 W PRAIRIEVIEW DR
COLUMBIA, MO 65202",6/6/2019,ONS - Streets and Sidewalks Violation,6/17/2019,Second,Resolved,WEEDS OBSTRUCTION OF SIDEWALK 
OLM-003737-2019,,6/6/2019,ONS - Landscape Management,6/28/2019,Second,Resolved,CC ABOUT WEEDS 5 FEET TALL AND OBSTRUCTION OF THE SIDEWALK FROM PROCTOR TO PRAIRIEVIEW DRIVE.
OLM-003718-2019,,6/6/2019,ONS - Landscape Management,6/25/2019,Third,Resolved,TALL GRASS CAUSING A SIGHT AND DISTANCE ISSUE
OLM-003745-2019,"551 W SOUTHAMPTON DR
COLUMBIA, MO 65203",6/6/2019,ONS - Landscape Management,6/24/2019,Fifth,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OLM-003723-2019,"910 W PRAIRIEVIEW DR
COLUMBIA, MO 65202",6/6/2019,ONS - Landscape Management,6/17/2019,Second,Resolved,WEEDS OBSTRUCTION OF SIDEWALK 
OLM-003732-2019,"2507 EMERY DR
COLUMBIA, MO 65202",6/6/2019,ONS - Landscape Management,6/10/2019,Second,Resolved,WEEDS  ALONG SIDEWALK ADJACENT TO CREASY SPRING RD
OLM-003760-2019,"2899 CREASY SPRINGS RD
COLUMBIA, MO 65202",6/7/2019,ONS - Landscape Management,6/18/2019,Second,Resolved,CC ABOUT WEEDS 5 FEET TALL AND OBSTRUCTION OF THE SIDEWALK FROM PROCTOR TO PRAIRIEVIEW DRIVE.
OLM-003759-2019,"2620 CREASY SPRINGS RD
COLUMBIA, MO 65202",6/7/2019,ONS - Landscape Management,6/17/2019,Second,Resolved,CC ABOUT WEEDS 5 FEET TALL AND OBSTRUCTION OF THE SIDEWALK FROM PROCTOR TO PRAIRIEVIEW DRIVE.
OLM-003766-2019,"5006 SILVER MILL DR
COLUMBIA, MO 65202",6/7/2019,ONS - Landscape Management,7/2/2019,Unknown,Voided,VACANT LOT AT THE END OF NANCE DR HAS OVERGROWN GRASS
OSSV-003761-2019,"2000 ROLLINS RD
COLUMBIA, MO 65203",6/7/2019,ONS - Streets and Sidewalks Violation,7/12/2019,Fourth,Resolved,Hedges at intersection are causing a sight and distance issue for drivers
OTOE-003790-2019,"2116 ARLENE DR
COLUMBIA, MO 65203",6/8/2019,ONS - Residential Solid Waste Violation,6/18/2019,Fourth,Resolved,TOE
OPM-003791-2019,"19 THIRD AVE
COLUMBIA, MO 65203",6/10/2019,ONS - Property Maintenance,8/5/2020,First,Resolved,EXTERIOR VIOLATIONS
OLM-003787-2019,"704 COPSE CT
COLUMBIA, MO 65201",6/10/2019,ONS - Landscape Management,6/20/2019,Third,Resolved,tall grass in backyard
OLM-003800-2019,"1609 BOOT SPUR CT
COLUMBIA, MO 65201",6/10/2019,ONS - Landscape Management,6/20/2019,Sixth,Resolved,tall grass - reported at 1605 Boot Spur Court
OLM-003786-2019,"914 BOURN AVE
COLUMBIA, MO 65203",6/10/2019,ONS - Landscape Management,6/19/2019,Fourth,Resolved,tall grass
OLM-003801-2019,"811 S FAIRVIEW RD
COLUMBIA, MO 65203",6/10/2019,ONS - Landscape Management,6/19/2019,Fourth,Resolved,"tall weeds, esp. in backyard"
OLM-003788-2019,"703 W BROADWAY
COLUMBIA, MO 65203",6/10/2019,ONS - Landscape Management,6/19/2019,First,Voided,tall grass
OPM-004499-2019,"4306 SAVANNAH CT
COLUMBIA, MO 65202",6/11/2019,ONS - Property Maintenance,9/15/2021,Third,Closed,concern about abandoned house
OLM-003819-2019,"1006 JEFFERSON ST
COLUMBIA, MO 65203",6/11/2019,ONS - Landscape Management,6/19/2019,First,Resolved,tall grass
OZPARK-003831-2019,"715 NORWALK DR
COLUMBIA, MO 65202",6/11/2019,ONS -  Residential Parking Violation,7/17/2019,Second,Resolved,tractor parked on the grass in the back yard  tractor on driveway and junk/trash 
OLM-003815-2019,"406 RIPLEY ST
COLUMBIA, MO 65201",6/11/2019,ONS - Landscape Management,6/25/2019,Third,Resolved,TALL GRASS
OLM-003820-2019,"1007 JEFFERSON ST
COLUMBIA, MO 65203",6/11/2019,ONS - Landscape Management,6/27/2019,First,Resolved,tall grass
OLM-003821-2019,"3103 ABBEYWOOD DR
COLUMBIA, MO 65202",6/11/2019,ONS - Landscape Management,6/19/2019,Second,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OUV-003830-2019,"3703 MONTEREY DR
COLUMBIA, MO 65203",6/11/2019,ONS - Health Unlicensed Vehicle,7/25/2019,Fifth,Resolved,UNLICENSED VEHICLE BEHIND THE PROPERTY?  
OLM-003818-2019,"4802 SAMANTHA CT
COLUMBIA, MO 65203",6/11/2019,ONS - Landscape Management,6/19/2019,Fourth,Resolved,tall grass
OHN-003832-2019,"715 NORWALK DR
COLUMBIA, MO 65202",6/11/2019,ONS - Health Nuisance,7/17/2019,Second,Resolved,tractor parked on the grass in the back yard  tractor on driveway and junk/trash 
OLM-003833-2019,"411 BURNAM AVE
COLUMBIA, MO 65201",6/11/2019,ONS - Landscape Management,6/18/2019,First,Resolved,HIGH GRASS WEEDS A N END OF THE PARKING LOT THAT FACES E BURNAN
OLM-003882-2019,"6400 COBBLE CREEK DR
COLUMBIA, MO 65201",6/12/2019,ONS - Landscape Management,7/3/2019,Sixth,Resolved,tall grass and weeds
OLM-003673-2019,"2508 CALICO LN
COLUMBIA, MO 65202",6/12/2019,ONS - Landscape Management,7/16/2019,Third,Resolved,OVERGROWN VEGETATION AT THE STREET AND WEEDS
OLM-003890-2019,"3312 MEXICO GRAVEL RD
COLUMBIA, MO 65202",6/12/2019,ONS - Landscape Management,7/12/2019,Third,Resolved,TALL GRASS
OHN-003889-2019,"2900 WEST HENLEY DR
COLUMBIA, MO 65202",6/12/2019,ONS - Health Nuisance,7/30/2019,Third,Resolved,CITIZEN IN THE AREA OF HENLEY DR CALLED TO REPORT MULTIPLE ISSUES ON BOTH EAST & WEST HENLEY DR. THERE ARE PARKED CARS IN THE YARDS AND A TRAILER WITH FLAT TIRES ON EAST HENLEY AND A HOUSE WITH HIGH GRASS & TIRES ON THE SIDE OF THE HOUSE ON WEST HENLEY.
OHN-003836-2019,"302 HIGHVIEW AVE
COLUMBIA, MO 65203",6/12/2019,ONS - Health Nuisance,9/3/2019,First,Resolved,"BIG PILES OF DEBRIS IN CENTER OF VACANT LOT, OVERGROWN VEGETATION ALONG EASTERN FENCE ROW"
OLM-003869-2019,"1813 OLD HAWTHORNE DRIVE EAST
COLUMBIA, MO 65201",6/12/2019,ONS - Landscape Management,6/25/2019,Sixth,Resolved,tall grass
OLM-003921-2019,"4421 CLARK LN
COLUMBIA, MO 65202",6/12/2019,ONS - Landscape Management,6/26/2019,Third,Resolved,TALL GRASS
OLM-003886-2019,"6404 COBBLE CREEK DR
COLUMBIA, MO 65201",6/12/2019,ONS - Landscape Management,6/25/2019,Sixth,Resolved,TALL WEEDS AND GRASS
OLM-003827-2019,"703 W BROADWAY
COLUMBIA, MO 65203",6/12/2019,ONS - Landscape Management,6/19/2019,First,Resolved,weeds and grass 
OHN-003829-2019,"105 N GLENWOOD AVE
COLUMBIA, MO 65203",6/12/2019,ONS - Health Nuisance,6/12/2019,First,Voided,CALLED UP TO FIND OUT WHO IS RESPONSIBLE AS A DAMAGED BRANCH FROM A TREE LOCATED AT 105 GLENWOOD IS HANGING DOWN AND MIGHT CRASH HIS FENCE AT 114 MEADOW LN
OHN-003835-2019,"5814 MISTY SPRINGS WAY
COLUMBIA, MO 65202",6/12/2019,ONS - Health Nuisance,6/14/2019,Third,Voided,trash and debris
OLM-003923-2019,"501 SCOTT BLVD
COLUMBIA, MO 65203",6/13/2019,ONS - Landscape Management,6/24/2019,Fourth,Resolved,WEEDS OVER 12 INCHES  
OLM-003852-2019,"4612 KIRKDALE DR
COLUMBIA, MO 65203",6/13/2019,ONS - Landscape Management,6/19/2019,Fifth,Resolved,weeds over 12 inches
OPM-003867-2019,"1027 SOUTHPARK DR Unit: APT 3
COLUMBIA, MO 65201",6/14/2019,ONS - Property Maintenance,6/20/2019,Sixth,Resolved,CONCRETE FALLING FROM STAIRWAY
OPM-003875-2019,"4404 RICE RD
COLUMBIA, MO 65202",6/14/2019,ONS - Property Maintenance,8/5/2020,Third,Resolved,illegal rental
OPM-003861-2019,"3907 WOODRAIL ON THE GREEN
COLUMBIA, MO 65203",6/14/2019,ONS - Property Maintenance,9/19/2019,Fifth,Referred to Prosecutor,CALLER WAS REPORTING WATER ISSUES FROM THE ADJOINING CONDO UNIT TO 3905 WOODRAIL ON THE GREEN. SHE OWNS 3905 AND THE ADJOINING UNIT HAS SUMP PUMP & FRENCH DRAINS CAUSING WATER ISSUES FOR HER UNIT. ALSO CONCERNED ABOUT THE DRIVEWAY WHICH IS IN DISREPAIR. PLEASE CALL HER FOR MORE DETAILS. HER PROPERTY IS A REGISTERED RENTAL.
OLM-003872-2019,"2001 RASHID CT
COLUMBIA, MO 65202",6/14/2019,ONS - Landscape Management,6/27/2019,Second,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OLM-003873-2019,"605 MCBAINE AVE
COLUMBIA, MO 65203",6/14/2019,ONS - Landscape Management,6/27/2019,First,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OLM-003892-2019,"213 ELLIOTT DR
COLUMBIA, MO 65201",6/14/2019,ONS - Landscape Management,6/25/2019,Third,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OLM-003874-2019,"607 MCBAINE AVE
COLUMBIA, MO 65203",6/14/2019,ONS - Landscape Management,6/27/2019,First,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OLM-003893-2019,"216 BRENDA LN
COLUMBIA, MO 65201",6/14/2019,ONS - Landscape Management,6/27/2019,Third,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OLM-003871-2019,"810 OAK LAWN DR
COLUMBIA, MO 65203",6/14/2019,ONS - Landscape Management,6/25/2019,Fifth,Resolved,grass taller than 12 inches
OLM-003891-2019,"2404 GLENN DR
COLUMBIA, MO 65202",6/14/2019,ONS - Landscape Management,6/28/2019,Second,Resolved,TALL GRASS
OLM-003894-2019,"1517 ROSEMARY LN
COLUMBIA, MO 65201",6/14/2019,ONS - Landscape Management,6/27/2019,Sixth,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OLM-003884-2019,"5688 S BETHEL CHURCH RD Unit: TRLR
COLUMBIA, MO 65203",6/14/2019,ONS - Landscape Management,6/24/2019,Boone County,Resolved,GRASS IS ALMOST 3 FEET TALL AND HAVE BEEN SEEING SNAKES AND OTHER PESTS
OLM-003883-2019,"1306 W WORLEY ST
COLUMBIA, MO 65203",6/14/2019,ONS - Landscape Management,6/27/2019,First,Resolved,THERE ARE TURF WEEDS AND TURF GRASS ON THE PROPERTY THAT HAVE ATTAINED A HEIGHT OVER 12 INCHES.
OUV-003972-2019,"2614 CALVERT DR
COLUMBIA, MO 65202",6/17/2019,ONS - Health Unlicensed Vehicle,7/3/2019,Third,Resolved,Unlicensed Vehicles with flat tires
OHN-003936-2019,"2710 MULBERRY RD
COLUMBIA, MO 65202",6/17/2019,ONS - Health Nuisance,7/8/2019,Third,Resolved,PILE OF TRASH AND DEBRI IN FRONT OF HOUSE
OUV-003917-2019,"1513 DORIS DR
COLUMBIA, MO 65202",6/17/2019,ONS - Health Unlicensed Vehicle,7/23/2019,Second,Resolved,unlicensed green car in driveway
OHN-003934-2019,"5107 SANDSTONE DR
COLUMBIA, MO 65202",6/17/2019,ONS - Health Nuisance,7/16/2019,Third,Resolved,PILE OF JUNK AT CURB
OIV-003971-2019,"2614 CALVERT DR
COLUMBIA, MO 65202",6/17/2019,ONS - Health Inoperable Vehicle,7/16/2019,Third,Resolved,Unlicensed Vehicles with flat tires
OUV-003976-2019,"2907 EAST HENLEY DR
COLUMBIA, MO 65202",6/17/2019,ONS - Health Unlicensed Vehicle,7/30/2019,Third,Resolved,CITIZEN IN THE AREA OF HENLEY DR CALLED TO REPORT MULTIPLE ISSUES ON BOTH EAST & WEST HENLEY DR. THERE ARE PARKED CARS IN THE YARDS AND A TRAILER WITH FLAT TIRES ON EAST HENLEY AND A HOUSE WITH HIGH GRASS & TIRES ON THE SIDE OF THE HOUSE ON WEST HENLEY.
OSSV-003918-2019,"1319 PARIS RD
COLUMBIA, MO 65201",6/17/2019,ONS - Streets and Sidewalks Violation,6/24/2019,Third,Resolved,GARBAGE CAN ON SIDEWALK
OPM-003980-2019,"2900 EAST HENLEY DR
COLUMBIA, MO 65202",6/17/2019,ONS - Property Maintenance,7/16/2019,Third,Resolved,CITIZEN IN THE AREA OF HENLEY DR CALLED TO REPORT MULTIPLE ISSUES ON BOTH EAST & WEST HENLEY DR. THERE ARE PARKED CARS IN THE YARDS AND A TRAILER WITH FLAT TIRES ON EAST HENLEY AND A HOUSE WITH HIGH GRASS & TIRES ON THE SIDE OF THE HOUSE ON WEST HENLEY.
